<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
MRDNW,D,20170824,0.145,0.155,0.095,0.155,110500
MRLN,D,20170824,25.7,25.7,25.3,25.5,9200
MRNS,D,20170824,2.77,2.93,2.65,2.83,436900
MRSN,D,20170824,16.87,16.87,15.78,16.12,80900
MRTN,D,20170824,15.9,15.925,15.6,15.7,127100
MRTX,D,20170824,5.25,5.5,5.2,5.4,45000
MRUS,D,20170824,13.56,14.57,13.56,14,19400
MRVL,D,20170824,16.01,16.1,15.71,15.86,6878700
MSBF,D,20170824,17.15,17.15,17.15,17.15,300
MSBI,D,20170824,30.09,30.2,29.43,29.67,52700
MSCC,D,20170824,49.05,49.33,48.88,49.27,701200
MSDI,D,20170824,0.63,0.659,0.601,0.635,57900
MSDIW,D,20170824,0.06,0.06,0.06,0.06,0
MSEX,D,20170824,37.95,38.09,37.6,37.65,33600
MSFG,D,20170824,33.17,33.46,33.13,33.32,115000
MSFT,D,20170824,72.74,72.86,72.07,72.69,17098200
MSON,D,20170824,10,10,9.85,9.85,2800
MSTR,D,20170824,126.11,126.79,125.35,125.64,44000
MTBC,D,20170824,1.47,1.47,1.38,1.41,238100
MTBCP,D,20170824,26.01,26.04,25.35,25.35,8600
MTCH,D,20170824,18.63,18.79,18.41,18.74,717300
MTEM,D,20170824,5.16,5.25,5.08,5.2,20000
MTEX,D,20170824,15.2,15.3,15.2,15.3,400
MTFB,D,20170824,7.15,7.16,6.96,7.01,5900
MTFBW,D,20170824,1.73,1.73,1.73,1.73,0
MTGE,D,20170824,19.3,19.35,19.15,19.35,116900
MTGEP,D,20170824,25.765,25.8,25.765,25.768,800
MTLS,D,20170824,12.94,12.94,12.73,12.83,21900
MTP,D,20170824,2.36,2.42,2.32,2.41,3100
MTRX,D,20170824,10,10.125,9.925,10.1,193600
MTSC,D,20170824,46.9,47.3,46.6,46.7,39600
MTSI,D,20170824,42.35,44.82,42.18,43.61,2615100
MU,D,20170824,30.55,30.63,30.11,30.22,18056800
MVIS,D,20170824,2.1,2.13,2.07,2.12,187800
MXIM,D,20170824,45.13,45.86,44.865,45.67,2840500
MXPT,D,20170824,5.45,5.5,5.3,5.5,46000
MXWL,D,20170824,5.56,5.63,5.55,5.63,65400
MYGN,D,20170824,29.26,29.69,29.235,29.52,1419900
MYL,D,20170824,30.14,30.805,30.1,30.21,6235500
MYND,D,20170824,3.68,3.815,3.5,3.8,28600
MYNDW,D,20170824,0.72,0.72,0.72,0.72,0
MYOK,D,20170824,44.4,45.1,43.74,45.1,388100
MYOS,D,20170824,1.37,1.38,1.29,1.32,13700
MYRG,D,20170824,23.51,23.74,23.32,23.62,50100
MYSZ,D,20170824,0.83,0.841,0.805,0.805,29300
MZOR,D,20170824,38.26,38.44,38.01,38.26,60500
NAII,D,20170824,10.424,10.45,10.255,10.35,5400
NAKD,D,20170824,1.65,1.65,1.57,1.6,144100
NANO,D,20170824,25.61,25.7,25.03,25.48,148900
NATH,D,20170824,56.25,56.9,56.1,56.2,6400
NATI,D,20170824,39.7,39.7,39.35,39.43,172200
NATR,D,20170824,10.05,10.15,9.95,10.15,15500
NAUH,D,20170824,2.25,2.29,2.16,2.16,1500
NAVG,D,20170824,55.8,55.875,55.4,55.5,76400
NAVI,D,20170824,13.69,13.74,13.6,13.62,1000600
NBEV,D,20170824,3.65,3.665,3.49,3.58,143600
NBIX,D,20170824,52.16,54.31,51.89,54.01,835000
NBN,D,20170824,20.95,20.95,20.65,20.8,11200
NBRV,D,20170824,8.73,8.89,8.02,8.02,174200
NBTB,D,20170824,33.12,33.18,32.82,33.1,93000
NCBS,D,20170824,53.54,53.65,53.4,53.61,8300
NCLH,D,20170824,57.33,57.905,57.29,57.73,1563100
NCMI,D,20170824,5.54,5.65,5.53,5.6,448700
NCOM,D,20170824,39.65,40.4,39.35,40.1,35900
NCSM,D,20170824,19.13,19.73,18.72,19.57,98900
NCTY,D,20170824,1,1,0.98,0.98,2000
NDAQ,D,20170824,75.9,75.9,74.91,74.94,854600
NDLS,D,20170824,3.85,3.85,3.75,3.8,19100
NDRA,D,20170824,3.26,3.26,3.26,3.26,1500
NDRAW,D,20170824,0.45,0.45,0.45,0.45,400
NDRM,D,20170824,38.6,38.65,38.55,38.55,3731600
NDSN,D,20170824,109.78,110.71,108.35,108.57,601100
NEO,D,20170824,9.4,9.68,9.37,9.49,369800
NEOG,D,20170824,65.4,66.18,65.14,65.92,70800
NEON,D,20170824,1.1,1.13,1.09,1.11,56800
NEOS,D,20170824,7,7.41,7,7.35,434200
NEOT,D,20170824,0.32,0.42,0.32,0.405,1284300
NEPT,D,20170824,0.92,0.92,0.85,0.89,73300
NERV,D,20170824,5.9,6,5.7,5.8,282600
NESR,D,20170824,9.59,9.6,9.58,9.58,10600
NESRW,D,20170824,0.54,0.54,0.54,0.54,100
NETE,D,20170824,0.31,0.33,0.3,0.31,95900
NEWA,D,20170824,11,11.36,9.85,10.03,131700
NEWS,D,20170824,10.69,10.81,10.52,10.59,52400
NEWT,D,20170824,17.06,17.23,16.99,17.15,50800
NEWTL,D,20170824,25.47,25.47,25.46,25.47,1200
NEWTZ,D,20170824,26.65,26.65,26.65,26.65,0
NEXT,D,20170824,9.8,9.93,9.49,9.85,18300
NEXTW,D,20170824,0.865,0.89,0.8,0.868,4000
NFBK,D,20170824,15.78,15.82,15.61,15.63,34800
NFEC,D,20170824,0.81,0.83,0.81,0.81,5700
NFLX,D,20170824,169.86,171.24,166.15,168.13,5361700
NGHC,D,20170824,18,18.05,17.82,17.96,267000
NGHCN,D,20170824,25.25,25.35,25.22,25.27,47200
NGHCO,D,20170824,25.45,25.45,25.3,25.32,6800
NGHCP,D,20170824,26.04,26.09,25.97,26.01,4400
NGHCZ,D,20170824,25.8,25.83,25.73,25.74,5400
NH,D,20170824,2.92,2.97,2.88,2.97,144800
NHLD,D,20170824,2.6,2.6,2.59,2.59,1500
NHLDW,D,20170824,0.36,0.36,0.36,0.36,0
NHTC,D,20170824,19.84,19.91,19.54,19.85,38200
NICE,D,20170824,76.74,77.16,76.06,77.02,198000
NICK,D,20170824,8.74,8.74,8.7,8.7,1500
NIHD,D,20170824,0.632,0.66,0.632,0.645,117600
NK,D,20170824,5.26,5.6,5.26,5.53,161000
NKSH,D,20170824,37.25,37.3,36.95,37.1,3700
NKTR,D,20170824,18.47,18.72,18.19,18.67,539800
NLNK,D,20170824,6.73,7.13,6.65,7.08,506900
NLST,D,20170824,0.67,0.695,0.643,0.644,1076300
NMIH,D,20170824,11.7,11.75,11.4,11.45,220800
NMRX,D,20170824,3.86,3.92,3.86,3.89,116700
NNBR,D,20170824,25.6,25.65,25.15,25.3,75400
NNDM,D,20170824,4.46,4.46,4.29,4.29,2500
NODK,D,20170824,16.2,16.25,16.16,16.18,7400
NOVN,D,20170824,4,4.3,3.96,4.17,56300
NOVT,D,20170824,37.55,38.15,37.05,38.05,189900
NRCIA,D,20170824,30,30.25,29.9,30,11800
NRCIB,D,20170824,53,53,53,53,0
NRIM,D,20170824,27.4,27.45,27.2,27.3,18500
NSEC,D,20170824,13.54,13.54,13.54,13.54,0
NSIT,D,20170824,38.15,38.49,37.91,38.39,172400
NSSC,D,20170824,8.4,8.425,7.9,8.15,35000
NSTG,D,20170824,14.11,14.55,14.11,14.54,95000
NSYS,D,20170824,3.37,3.37,3.33,3.35,3500
NTAP,D,20170824,38.76,38.93,38.51,38.81,2212300
NTCT,D,20170824,32.7,32.8,32.55,32.7,528300
NTEC,D,20170824,6.5,6.5,6.25,6.35,35600
NTES,D,20170824,278.63,278.71,267.15,270.58,1602000
NTGR,D,20170824,47.2,47.975,46.6,47.45,417200
NTIC,D,20170824,17,17,17,17,100
NTLA,D,20170824,17.6,17.74,17.03,17.67,157600
NTNX,D,20170824,21.7,22.22,21.7,21.9,1801100
NTRA,D,20170824,11.38,11.68,11.38,11.64,93100
NTRI,D,20170824,55.35,55.8,53.2,53.25,409500
NTRP,D,20170824,4.35,4.71,4.115,4.6,33500
NTRS,D,20170824,89.59,89.94,89.035,89.75,1746500
NTRSP,D,20170824,26.92,26.92,26.83,26.83,3700
NTWK,D,20170824,4.35,4.35,4.25,4.25,5600
NUAN,D,20170824,15.96,16.14,15.92,16.04,1665700
NURO,D,20170824,1.92,2.2,1.92,2.13,135300
NUROW,D,20170824,0.06,0.07,0.06,0.07,1900
NUVA,D,20170824,63.83,64.16,62.31,62.37,864100
NVAX,D,20170824,1.04,1.06,1.04,1.04,2497000
NVCN,D,20170824,0.82,0.91,0.8,0.84,222900
NVCR,D,20170824,19.4,20.025,19.2,19.9,782500
NVDA,D,20170824,167.1,167.28,164.12,165.19,11742500
NVDQ,D,20170824,11.61,11.65,11.6,11.62,191400
NVEC,D,20170824,73.13,73.75,72.05,72.15,16000
NVEE,D,20170824,42.5,42.65,42,42.35,16400
NVFY,D,20170824,1.3,1.3,1.25,1.27,20000
NVGN,D,20170824,3.16,3.18,3.16,3.18,700
NVIV,D,20170824,1.15,1.2,1.15,1.175,196900
NVLN,D,20170824,7.37,7.5,7.29,7.42,70600
NVMI,D,20170824,23.13,23.41,22.95,23.18,186300
NVTR,D,20170824,10.98,11.145,10.79,10.99,37500
NVUS,D,20170824,3.85,3.9,3.58,3.81,15600
NWBI,D,20170824,15.7,15.7,15.52,15.59,246300
NWFL,D,20170824,44.24,44.24,44.12,44.16,2100
NWLI,D,20170824,337.66,338.2,332.86,336.63,4400
NWPX,D,20170824,14.75,15,14.6,14.81,110500
NWS,D,20170824,13.6,13.6,13.45,13.6,271600
NWSA,D,20170824,13.21,13.23,13.09,13.2,1161400
NXEO,D,20170824,7.18,7.32,7.17,7.28,504300
NXEOU,D,20170824,7.5,7.5,7.5,7.5,0
NXEOW,D,20170824,0.45,0.47,0.45,0.47,500
NXPI,D,20170824,112.38,112.48,111.94,112.01,1174400
NXST,D,20170824,60.95,62.1,60.65,61.3,435600
NXTD,D,20170824,1.73,1.8,1.67,1.75,383600
NXTDW,D,20170824,0.18,0.18,0.16,0.16,38600
NXTM,D,20170824,28.02,28.5,28,28.39,1579400
NYMT,D,20170824,6.28,6.295,6.23,6.25,428800
NYMTO,D,20170824,24.829,24.889,24.829,24.855,1100
NYMTP,D,20170824,24.97,25.32,24.94,25.23,3700
NYMX,D,20170824,3.4,3.55,3.39,3.49,99000
NYNY,D,20170824,21.9,22.765,21.8,22.6,1700
OACQ,D,20170824,10.6,10.6,10.6,10.6,0
OACQR,D,20170824,0.48,0.48,0.48,0.48,300
OACQW,D,20170824,0.345,0.345,0.297,0.315,5800
OASM,D,20170824,1.05,1.06,1.01,1.03,3400
OBAS,D,20170824,7.5,7.5,7.15,7.2,3800
OBCI,D,20170824,4.04,4.04,4,4,1400
OBLN,D,20170824,8.69,8.7,8.39,8.7,24900
OBSV,D,20170824,7.52,7.73,7.16,7.2,12800
OCC,D,20170824,2.4,2.5,2.4,2.5,2200
OCFC,D,20170824,24.8,24.97,24.64,24.86,104600
OCLR,D,20170824,9.12,9.3,8.59,8.63,17511800
OCRX,D,20170824,0.95,0.96,0.915,0.939,48000
OCUL,D,20170824,5.72,5.88,5.68,5.76,328900
ODFL,D,20170824,94.24,94.49,93.29,93.59,329300
ODP,D,20170824,4,4.09,4,4.04,5782600
OESX,D,20170824,0.86,0.87,0.85,0.85,44800
OFED,D,20170824,28.59,28.59,28.59,28.59,300
OFIX,D,20170824,48.13,48.88,48.13,48.46,94800
OFLX,D,20170824,57.19,57.26,56.55,56.95,11900
OFS,D,20170824,12.98,13.04,12.9,13,72700
OHAI,D,20170824,1.05,1.05,1.02,1.04,14600
OHGI,D,20170824,0.68,0.74,0.65,0.7,135300
OHRP,D,20170824,0.74,0.745,0.67,0.7,328200
OIIM,D,20170824,1.5,1.57,1.49,1.52,28800
OKSB,D,20170824,25.1,25.25,24.975,25.15,283700
OKTA,D,20170824,25.59,25.59,24.8,25.41,133000
OLBK,D,20170824,26.89,27.5,26.89,27.49,33700
OLD,D,20170824,25.69,25.73,25.69,25.73,700
OLED,D,20170824,112.1,113.8,111.15,112.7,493700
OLLI,D,20170824,44.6,45.2,43.4,43.55,589200
OMAB,D,20170824,49.83,49.83,49.33,49.53,60500
OMCL,D,20170824,49.45,49.45,48.3,48.9,543100
OMED,D,20170824,4.32,4.4,4.31,4.38,88600
OMER,D,20170824,21.52,21.63,20.75,20.83,661600
OMEX,D,20170824,4.09,4.14,3.99,4.07,6900
OMNT,D,20170824,4.6,4.635,4.15,4.3,55600
ON,D,20170824,16.39,16.455,16.19,16.33,3694900
ONB,D,20170824,16.35,16.45,16.2,16.4,591900
ONCE,D,20170824,79.91,82,77.36,81.81,443000
ONCS,D,20170824,0.94,0.95,0.91,0.95,25700
ONEQ,D,20170824,247,247.865,246,247.14,22700
ONS,D,20170824,0.9,0.93,0.78,0.9,60200
ONSIW,D,20170824,0.095,0.098,0.09,0.091,58600
ONSIZ,D,20170824,0.05,0.05,0.05,0.05,0
ONTX,D,20170824,1.65,1.65,1.61,1.64,11700
ONTXW,D,20170824,0.46,0.46,0.46,0.46,0
ONVI,D,20170824,4.5,4.5,4.5,4.5,200
ONVO,D,20170824,1.88,1.975,1.88,1.97,525100
OPB,D,20170824,22.55,22.65,22.2,22.4,222100
OPGN,D,20170824,0.26,0.265,0.25,0.259,673900
OPGNW,D,20170824,0.069,0.077,0.065,0.068,84400
OPHC,D,20170824,2.63,2.63,2.63,2.63,0
OPHT,D,20170824,2.81,2.93,2.79,2.85,566500
OPK,D,20170824,6.12,6.3,6.065,6.3,4021100
OPOF,D,20170824,31.01,31.04,30.74,30.74,1700
OPTT,D,20170824,1.18,1.29,1.17,1.23,315800
OPXA,D,20170824,0.97,0.97,0.88,0.91,231300
OPXAW,D,20170824,0.096,0.096,0.085,0.087,2028700
ORBC,D,20170824,11.06,11.19,11.035,11.1,229600
ORBK,D,20170824,38.15,38.2,37.55,37.57,99300
OREX,D,20170824,2.39,2.45,2.35,2.37,29700
ORG,D,20170824,30.04,30.27,29.65,30.11,9500
ORIG,D,20170824,0.16,0.16,0.16,0.16,239200
ORIT,D,20170824,15.9,16,15.85,16,133900
ORLY,D,20170824,194.72,197.67,194.72,196.44,1322500
ORMP,D,20170824,8.13,8.2,7.9,8.09,16300
ORPN,D,20170824,0.54,0.58,0.54,0.56,15400
ORRF,D,20170824,24.45,24.9,24.25,24.9,6200
OSBC,D,20170824,11.65,11.9,11.55,11.6,154300
OSBCP,D,20170824,10.5,10.5,10.5,10.5,700
OSIS,D,20170824,78.61,79.6,78.52,79.23,179300
OSN,D,20170824,1.86,1.91,1.75,1.91,11700
OSPRU,D,20170824,10.01,10.01,10.01,10.01,200
OSTK,D,20170824,19.6,19.8,19.25,19.6,135300
OSUR,D,20170824,20.6,20.745,20.27,20.58,403800
OTEL,D,20170824,8.74,8.74,8.15,8.15,12300
OTEX,D,20170824,32.16,32.25,31.77,31.88,329000
OTIC,D,20170824,20.45,20.75,20.05,20.5,203000
OTIV,D,20170824,1.21,1.24,1.2,1.24,18800
OTTR,D,20170824,41.95,42.1,41.6,41.7,90800
OTTW,D,20170824,13.71,13.71,13.71,13.71,0
OVAS,D,20170824,1.45,1.52,1.43,1.48,67000
OVBC,D,20170824,30.5,31.9,30.3,30.4,3700
OVID,D,20170824,7.25,7.5,7.03,7.18,31300
OVLY,D,20170824,15.29,15.29,15.155,15.155,200
OXBR,D,20170824,5.85,5.85,5.85,5.85,1300
OXBRW,D,20170824,0.37,0.37,0.37,0.37,1000
OXFD,D,20170824,14.82,15.06,14.75,14.89,82900
OXLC,D,20170824,10.87,10.87,10.73,10.84,68800
OXLCM,D,20170824,25.25,25.3,25.25,25.275,5400
OXLCO,D,20170824,25.53,25.6,25.53,25.6,1900
OZRK,D,20170824,42.19,42.49,41.97,42.43,608100
PAAS,D,20170824,17.66,18.07,17.62,18.01,975300
PACB,D,20170824,4.31,4.525,4.21,4.49,1095300
PACW,D,20170824,45.74,45.96,45.23,45.73,714600
PAGG,D,20170824,25.3,25.336,25.19,25.235,1100
PAHC,D,20170824,38.15,38.9,37.95,38.05,109000
PANL,D,20170824,2.55,2.6,2.44,2.45,37500
PATI,D,20170824,19.01,19.72,19,19.4,8100
PATK,D,20170824,69.65,69.8,69.1,69.3,34700
PAVM,D,20170824,4.24,4.24,4,4.1,8900
PAVMW,D,20170824,1.05,1.05,1.05,1.05,0
PAYX,D,20170824,55.83,55.9,55.46,55.54,1313600
PBBI,D,20170824,10.25,10.35,10.15,10.25,3600
PBCT,D,20170824,16.75,16.78,16.65,16.67,1819200
PBCTP,D,20170824,27.42,27.42,26.8,27.18,15900
PBHC,D,20170824,15.35,15.35,15.35,15.35,100
PBIB,D,20170824,10.87,10.92,10.86,10.92,2400
PBIP,D,20170824,17.96,17.98,17.8,17.86,4800
PBMD,D,20170824,1.56,1.575,1.55,1.56,81700
PBNC,D,20170824,51.75,51.81,51.42,51.78,5200
PBPB,D,20170824,11.5,11.9,11.45,11.75,608400
PBSK,D,20170824,18.3,18.3,18.3,18.3,0
PBYI,D,20170824,82.9,83.075,80.6,81.1,669100
PCAR,D,20170824,64.1,64.29,63.73,63.82,1215400
PCBK,D,20170824,23.65,23.75,23.45,23.7,92400
PCH,D,20170824,44.45,44.9,44.2,44.6,267500
PCLN,D,20170824,1813.04,1822.47,1801.11,1815.51,316900
PCMI,D,20170824,12.85,13.35,12.84,13.15,160400
PCO,D,20170824,6.29,6.4,6.26,6.28,20400
PCOM,D,20170824,8.875,8.887,8.6,8.6,17700
PCRX,D,20170824,36.05,37.45,36.05,37,428200
PCSB,D,20170824,17.25,17.27,17.18,17.24,30900
PCTI,D,20170824,6.25,6.32,6.12,6.31,27400
PCTY,D,20170824,46.88,47.44,46.76,46.91,199900
PCYG,D,20170824,12.35,12.55,12.1,12.4,70800
PCYO,D,20170824,6.9,6.95,6.85,6.9,50100
PDBC,D,20170824,16.23,16.26,16.12,16.21,311500
PDCE,D,20170824,38.2,38.52,37.87,38.41,556200
PDCO,D,20170824,38.5,39.21,36.52,36.84,4079700
PDEX,D,20170824,6.7,6.7,6.5,6.5,23700
PDFS,D,20170824,14.6,15.1,14.38,15.08,248600
PDLI,D,20170824,2.8,2.85,2.8,2.85,2154700
PDP,D,20170824,47.78,47.78,47.49,47.58,53000
PDVW,D,20170824,27.38,28.15,27.3,27.55,15700
PEBK,D,20170824,30.24,30.24,30.08,30.23,2300
PEBO,D,20170824,30.42,30.64,30.3,30.53,13900
PEGA,D,20170824,54.65,54.95,54.25,54.75,183600
PEGI,D,20170824,24.94,24.94,24.73,24.9,539000
PEIX,D,20170824,4.25,4.35,4.2,4.25,519400
PENN,D,20170824,20.74,20.97,20.6,20.9,520500
PERF,D,20170824,1.31,1.36,1.28,1.35,33400
PERI,D,20170824,1.27,1.27,1.23,1.23,52800
PERY,D,20170824,19.05,20.27,18.72,19.92,318700
PESI,D,20170824,3.5,3.6,3.45,3.6,63500
PETQ,D,20170824,25.88,26.45,25.02,26.25,396000
PETS,D,20170824,36.66,38.38,35.405,35.96,6265100
PETX,D,20170824,5.44,5.54,5.35,5.37,290800
PEY,D,20170824,16.74,16.75,16.67,16.68,149700
PEZ,D,20170824,44.78,44.81,44.69,44.76,2300
PFBC,D,20170824,54.75,54.75,54.08,54.47,26000
PFBI,D,20170824,19.03,19.13,18.88,19.04,6800
PFBX,D,20170824,13.5,13.5,13.5,13.5,100
PFF,D,20170824,38.82,38.84,38.79,38.84,1107200
PFI,D,20170824,31.69,31.79,31.69,31.71,2200
PFIE,D,20170824,1.56,1.6,1.56,1.58,33100
PFIN,D,20170824,6.2,6.24,6.11,6.21,5800
PFIS,D,20170824,41.14,41.4,40.69,41.26,2700
PFLT,D,20170824,14.19,14.23,14.17,14.18,193300
PFM,D,20170824,24.16,24.21,24.1,24.1,10200
PFMT,D,20170824,1.8,1.8,1.8,1.8,700
PFPT,D,20170824,90.09,91.175,89.63,90.36,278100
PFSW,D,20170824,7.66,7.76,7.5,7.52,17200
PGC,D,20170824,30.28,30.61,30.05,30.5,43800
PGJ,D,20170824,43.05,43.11,42.63,42.78,36600
PGLC,D,20170824,3,3.08,3,3.03,43600
PGNX,D,20170824,5.75,5.91,5.635,5.84,1239700
PHII,D,20170824,10.63,10.63,10.63,10.63,0
PHIIK,D,20170824,11.15,11.15,11,11.06,18800
PHO,D,20170824,26.7,26.77,26.55,26.55,40600
PI,D,20170824,32.11,35.84,32.02,35.44,1363400
PICO,D,20170824,16.3,16.3,16.1,16.2,72100
PID,D,20170824,15.73,15.75,15.67,15.69,122900
PIE,D,20170824,18.82,18.83,18.72,18.79,75800
PIH,D,20170824,7.9,8.15,7.9,8.15,48600
PINC,D,20170824,33.2,33.44,33.03,33.07,263500
PIO,D,20170824,23.82,23.82,23.73,23.73,5200
PIRS,D,20170824,5.14,5.22,5.07,5.21,338900
PIXY,D,20170824,3.8,3.92,3.75,3.8,22100
PIZ,D,20170824,26.29,26.35,26.24,26.27,31700
PKBK,D,20170824,19.3,19.7,19.3,19.7,13900
PKOH,D,20170824,40.2,40.35,38.905,39.45,30000
PKW,D,20170824,53.32,53.42,53.03,53.04,38700
PLAB,D,20170824,7.9,7.9,7.8,7.85,182000
PLAY,D,20170824,60.54,61.03,59.53,59.7,564700
PLBC,D,20170824,19.95,19.95,19.95,19.95,0
PLCE,D,20170824,102.35,104,101.1,101.45,487400
PLPC,D,20170824,51.1,51.68,50.57,51.22,5700
PLPM,D,20170824,3.65,3.73,3.63,3.65,277300
PLSE,D,20170824,21.93,22.64,21.06,21.17,85800
PLUG,D,20170824,2.12,2.18,2.1,2.17,1533500
PLUS,D,20170824,81.85,81.85,80.8,81.25,37700
PLW,D,20170824,33.08,33.09,33.02,33.02,14900
PLXP,D,20170824,6.94,6.95,6.8,6.9,6800
PLXS,D,20170824,50.2,50.27,49.54,49.82,120900
PLYA,D,20170824,11.01,11.45,10.92,11.25,195900
PMBC,D,20170824,8.05,8.15,8,8.15,5200
PMD,D,20170824,21.75,21.8,20.31,20.78,52900
PME,D,20170824,3.44,3.48,3.35,3.45,19100
PMPT,D,20170824,25.19,25.43,25.19,25.42,3400
PMTS,D,20170824,1.05,1.115,1.01,1.08,657800
PNBK,D,20170824,16.63,16.63,16.63,16.63,100
PNFP,D,20170824,61.1,61.1,60.45,60.55,321800
PNK,D,20170824,19.58,19.74,19.42,19.64,227300
PNNT,D,20170824,7.59,7.65,7.58,7.59,220900
PNQI,D,20170824,107.98,107.98,106.65,107.28,11300
PNRG,D,20170824,46.55,46.55,46.55,46.55,100
PNTR,D,20170824,14.25,14.96,13.95,14.45,114400
PODD,D,20170824,57.89,58.32,57.11,57.86,297000
POLA,D,20170824,4.28,4.48,4.26,4.48,28800
POOL,D,20170824,104.16,104.93,102.98,103.01,524700
POPE,D,20170824,70,71.05,69.6,70.45,1300
POWI,D,20170824,69.75,71.6,69.75,70.6,171600
POWL,D,20170824,27.65,27.825,27.52,27.54,54600
PPBI,D,20170824,36.45,36.5,35.95,36.5,217200
PPC,D,20170824,29.04,29.16,28.46,28.59,1432100
PPH,D,20170824,54.42,54.74,54.41,54.62,17900
PPHM,D,20170824,3.19,3.37,3.16,3.22,109300
PPHMP,D,20170824,22.08,22.2,21.98,22.2,3600
PPIH,D,20170824,8.3,8.7,8.3,8.7,9600
PPSI,D,20170824,6.1,6.15,6.05,6.055,3800
PRAA,D,20170824,29.8,29.95,29.5,29.8,567400
PRAH,D,20170824,77.52,77.77,75.54,75.99,564600
PRAN,D,20170824,2.57,2.69,2.54,2.65,18300
PRCP,D,20170824,7.27,7.48,7.25,7.34,3200
PRFT,D,20170824,17.68,17.75,17.45,17.61,80300
PRFZ,D,20170824,115.7,115.96,115.38,115.53,19400
PRGS,D,20170824,33.22,33.4,32.98,33.23,166600
PRGX,D,20170824,6.45,6.7,6.45,6.55,13800
PRIM,D,20170824,26.46,26.72,26.25,26.4,94700
PRKR,D,20170824,1.9,1.93,1.86,1.92,49200
PRMW,D,20170824,11.99,12,11.72,11.89,105700
PRN,D,20170824,54.32,54.37,54.13,54.31,7100
PROV,D,20170824,19.08,19.29,18.91,18.98,9000
PRPH,D,20170824,2.24,2.26,2.24,2.25,38900
PRPO,D,20170824,2.38,2.4,2.3,2.37,148700
PRQR,D,20170824,4.65,4.65,4.45,4.45,24300
PRSC,D,20170824,51.13,51.43,50.935,51.21,45000
PRSS,D,20170824,2.05,2.19,2,2.11,79800
PRTA,D,20170824,57.06,57.57,55.785,56.16,264100
PRTK,D,20170824,24.3,25.15,23.7,24.7,1725000
PRTO,D,20170824,1.3,1.4,1.3,1.3,43500
PRTS,D,20170824,2.63,2.73,2.57,2.6,183500
PRXL,D,20170824,87.7,87.71,87.67,87.68,591300
PSAU,D,20170824,19.92,19.92,19.92,19.92,1200
PSC,D,20170824,27.61,27.61,27.61,27.61,0
PSCC,D,20170824,67.7,67.7,67.46,67.56,2100
PSCD,D,20170824,51.27,51.4,51.05,51.05,1600
PSCE,D,20170824,11.75,11.79,11.66,11.71,32700
PSCF,D,20170824,50.1,50.38,50.1,50.22,9800
PSCH,D,20170824,85.27,85.6,84.99,85.2,5100
PSCI,D,20170824,53.06,53.36,52.92,52.98,4100
PSCM,D,20170824,44.76,44.76,44.44,44.44,3200
PSCT,D,20170824,72.85,73.04,72.57,72.82,30900
PSCU,D,20170824,53.76,54.15,53.76,54.07,6700
PSDO,D,20170824,13.41,13.8,13.23,13.77,120700
PSDV,D,20170824,1.15,1.23,1.15,1.17,301400
PSEC,D,20170824,7.33,7.34,7.18,7.19,3555100
PSL,D,20170824,61.39,61.39,60.85,60.85,4900
PSMT,D,20170824,83.35,83.4,81.2,81.25,59400
PSTB,D,20170824,11.35,11.45,11.3,11.43,214600
PSTI,D,20170824,1.16,1.16,1.1,1.12,89600
PTC,D,20170824,54.56,54.77,54.04,54.73,553800
PTCT,D,20170824,18.47,19.2,18.11,19.14,582900
PTEN,D,20170824,15.56,15.57,15.215,15.26,2959800
PTF,D,20170824,47.73,47.77,47.44,47.53,4400
PTGX,D,20170824,12.32,14.35,12.32,13.36,106400
PTH,D,20170824,62.15,62.34,61.82,62.33,2300
PTI,D,20170824,1.82,1.95,1.82,1.91,38500
PTIE,D,20170824,3.27,3.31,3.22,3.24,33600
PTLA,D,20170824,57.27,59.65,56.89,59.19,750300
PTNR,D,20170824,4.95,4.95,4.84,4.94,1100
PTSI,D,20170824,18.01,18.274,17.675,17.96,9600
PTX,D,20170824,2.98,3.14,2.9,3.01,260200
PUB,D,20170824,27,27,26.9,26.9,6800
PUI,D,20170824,28.96,29.02,28.96,29,3000
PULM,D,20170824,1.72,1.78,1.67,1.72,103200
PVAC,D,20170824,38.81,38.98,38.3,38.98,37700
PVBC,D,20170824,20.5,20.8,20.5,20.8,3500
PWOD,D,20170824,42.57,42.6,42.24,42.55,3200
PXI,D,20170824,30.36,30.99,30.36,30.87,10600
PXLW,D,20170824,4.31,4.37,4.3,4.35,101700
PXS,D,20170824,1.81,1.9,1.81,1.9,5500
PY,D,20170824,28.92,28.92,28.92,28.92,0
PYDS,D,20170824,1.44,1.51,1.4,1.44,15000
PYPL,D,20170824,60.22,60.43,59.11,60,4045200
PYZ,D,20170824,61.92,61.985,61.69,61.98,2100
PZRX,D,20170824,0.64,0.69,0.63,0.67,26500
PZZA,D,20170824,79.53,79.92,77.23,77.27,318200
QABA,D,20170824,47.82,48.16,47.81,48.12,87300
QADA,D,20170824,31.75,31.875,31.45,31.8,46700
QADB,D,20170824,25.54,25.54,25.42,25.54,600
QAT,D,20170824,16.56,16.65,16.56,16.65,70700
QBAK,D,20170824,6.87,6.92,6.78,6.83,17800
QCLN,D,20170824,18.27,18.33,18.2,18.32,18900
